score,label,label_numeric
0.6223382,live,0
0.50639236,live,0
0.58553636,live,0
0.6067732,live,0
0.4845365,live,0
0.48398656,live,0
0.5075405,live,0
0.583928,live,0
0.5663179,live,0
0.70721024,live,0
0.42871815,live,0
0.5455779,live,0
0.66481626,live,0
0.6222538,live,0
0.5948504,live,0
0.47840893,live,0
0.49340317,live,0
0.63205945,live,0
0.5860876,live,0
0.5721826,live,0
0.5401239,live,0
0.5532264,live,0
0.529771,live,0
0.5787452,live,0
0.63259786,live,0
0.5333137,live,0
0.54028755,live,0
0.54474133,live,0
0.56820285,live,0
0.60488707,live,0
0.6114661,live,0
0.5039932,live,0
0.42943314,live,0
0.61012506,live,0
0.5231383,live,0
0.60451674,live,0
0.54899514,live,0
0.54394823,live,0
0.4493763,live,0
0.6572787,live,0
0.65377223,live,0
0.69564056,live,0
0.5269558,live,0
0.5593864,live,0
0.6176214,live,0
0.52106166,live,0
0.5782927,live,0
0.598253,live,0
0.59539354,live,0
0.64895594,live,0
0.5753518,live,0
0.4960251,live,0
0.59743375,live,0
0.5978391,live,0
0.5825517,live,0
0.525586,live,0
0.515292,live,0
0.54886526,live,0
0.6043025,live,0
0.5092936,live,0
0.5433077,live,0
0.6488448,live,0
0.5973977,live,0
0.5944626,live,0
0.5337927,live,0
0.57608783,live,0
0.5628332,live,0
0.57984996,live,0
0.5260475,live,0
0.54169595,live,0
0.54709697,live,0
0.5377695,live,0
0.5858813,live,0
0.5473079,live,0
0.5728569,live,0
0.58197683,live,0
0.5791275,live,0
0.5683847,live,0
0.5689895,live,0
0.53961295,live,0
0.5795054,live,0
0.56673354,live,0
0.5523348,live,0
0.5684875,live,0
0.43029353,live,0
0.5957399,live,0
0.59675807,live,0
0.5139313,live,0
0.6028116,live,0
0.57809234,live,0
0.6142806,live,0
0.49638218,live,0
0.58990234,live,0
0.5964085,live,0
0.6088078,live,0
0.56424236,live,0
0.60966974,live,0
0.6752584,live,0
0.6207723,live,0
0.5473833,live,0
0.63783365,live,0
0.60112154,live,0
0.61241615,live,0
0.53188443,live,0
0.60812926,live,0
0.59345376,live,0
0.6415939,live,0
0.5354611,live,0
0.5764083,live,0
0.5269979,live,0
0.52888495,live,0
0.61842865,live,0
0.5008199,live,0
0.52183187,live,0
0.6149357,live,0
0.5911066,live,0
0.63999605,live,0
0.6027645,live,0
0.5645278,live,0
0.562688,live,0
0.6486073,live,0
0.6355451,live,0
0.54825157,live,0
0.63734114,live,0
0.49161047,live,0
0.5259859,live,0
0.5435782,live,0
0.51048875,live,0
0.47929794,live,0
0.646484,live,0
0.67857635,live,0
0.64907676,live,0
0.5722708,live,0
0.6250861,live,0
0.6519369,live,0
0.42678103,live,0
0.6783514,live,0
0.53222233,live,0
0.54403436,live,0
0.60373944,live,0
0.4928551,live,0
0.5557809,live,0
0.6050127,live,0
0.52154636,live,0
0.46961856,live,0
0.5727698,live,0
0.5628133,live,0
0.5850505,live,0
0.5732265,live,0
0.61325634,live,0
0.53618395,live,0
0.64572597,live,0
0.57151175,live,0
0.6121085,live,0
0.5832169,live,0
0.5434738,live,0
0.6241447,live,0
0.5529169,live,0
0.5008968,live,0
0.580103,live,0
0.67813486,live,0
0.5554562,live,0
0.5942611,live,0
0.51851,live,0
0.526664,live,0
0.51176006,live,0
0.59464455,live,0
0.60238254,live,0
0.5731798,live,0
0.61957216,live,0
0.571817,live,0
0.5459562,live,0
0.582283,live,0
0.6527488,live,0
0.5503575,live,0
0.5497818,live,0
0.56196916,live,0
0.6055202,live,0
0.6043797,live,0
0.5867045,live,0
0.5843138,live,0
0.51248527,live,0
0.6195298,live,0
0.5793597,live,0
0.5753421,live,0
0.5602798,live,0
0.56790805,live,0
0.5744577,live,0
0.5201105,live,0
0.5479961,live,0
0.5113822,live,0
0.58579665,live,0
0.5007176,live,0
0.5950607,live,0
0.6036898,live,0
0.49417648,live,0
0.5422278,live,0
0.52658075,live,0
0.5558233,live,0
0.62630606,live,0
0.540383,live,0
0.5408359,live,0
0.5485136,live,0
0.55581486,live,0
0.6055364,live,0
0.57042515,live,0
0.55017877,live,0
0.53214973,live,0
0.62445366,live,0
0.48363155,live,0
0.54932857,live,0
0.55242157,live,0
0.551477,live,0
0.5352756,live,0
0.49811697,live,0
0.52387786,live,0
0.5492523,live,0
0.56229603,live,0
0.55290264,live,0
0.560266,live,0
0.57349,live,0
0.54071915,live,0
0.52322245,live,0
0.5129235,live,0
0.5451813,live,0
0.5933784,live,0
0.5305391,live,0
0.4671391,live,0
0.50690395,live,0
0.61379427,live,0
0.5285853,live,0
0.5670307,live,0
0.5571506,live,0
0.6018899,live,0
0.54831374,live,0
0.5187998,live,0
0.64174044,live,0
0.57486063,live,0
0.56447977,live,0
0.6887373,live,0
0.5076318,live,0
0.55492365,live,0
0.5966323,live,0
0.41976595,live,0
0.59028804,live,0
0.60205275,live,0
0.6064529,live,0
0.49958414,live,0
0.6006025,live,0
0.5413552,live,0
0.5062024,live,0
0.59292996,live,0
0.50167704,live,0
0.53687376,live,0
0.547754,live,0
0.62053066,live,0
0.6118253,live,0
0.53358406,live,0
0.46876717,live,0
0.6040764,live,0
0.53457,live,0
0.598391,live,0
0.5269601,live,0
0.60655016,live,0
0.49697804,live,0
0.52650493,live,0
0.5346889,live,0
0.51494074,live,0
0.61141515,live,0
0.5703828,live,0
0.5534075,live,0
0.63733876,live,0
0.5581242,live,0
0.5701926,live,0
0.5179862,live,0
0.5816169,live,0
0.50830543,live,0
0.48019913,live,0
0.55914086,live,0
0.53535604,live,0
0.64723426,live,0
0.5039241,live,0
0.61417246,live,0
0.5403954,live,0
0.5535049,live,0
0.6088814,live,0
0.5725349,live,0
0.60042185,live,0
0.5395049,live,0
0.6193009,live,0
0.6032073,live,0
0.5985457,live,0
0.5878363,live,0
0.60547704,live,0
0.5613319,live,0
0.59468555,live,0
0.5637205,live,0
0.57344383,live,0
0.5284526,live,0
0.55327237,live,0
0.47629198,live,0
0.5241553,live,0
0.6295902,live,0
0.5077801,live,0
0.53970695,live,0
0.5165792,live,0
0.5090066,live,0
0.55565083,live,0
0.5388541,live,0
0.5814854,live,0
0.47527403,live,0
0.6293721,live,0
0.56875974,live,0
0.5651053,live,0
0.5756448,live,0
0.54906106,live,0
0.41472396,live,0
0.55745447,live,0
0.4737504,live,0
0.62976336,live,0
0.58892137,live,0
0.6306474,live,0
0.52343655,live,0
0.43217275,live,0
0.5803899,live,0
0.65040237,live,0
0.58734596,live,0
0.5796248,live,0
0.54902816,live,0
0.4897947,live,0
0.5722852,live,0
0.62170625,live,0
0.52128065,live,0
0.618105,live,0
0.57882315,live,0
0.58455783,live,0
0.5742114,live,0
0.51285493,live,0
0.59385884,live,0
0.61558473,live,0
0.54941314,live,0
0.56274915,live,0
0.6097591,live,0
0.62227124,live,0
0.54986906,live,0
0.6093744,live,0
0.5118193,live,0
0.5444839,live,0
0.5214868,live,0
0.553541,live,0
0.5670473,live,0
0.5603739,live,0
0.6089798,live,0
0.52591187,live,0
0.53275603,live,0
0.55695754,live,0
0.5080645,live,0
0.69187635,live,0
0.5134328,live,0
0.5927436,live,0
0.54772246,live,0
0.5071133,live,0
0.59964997,live,0
0.57229674,live,0
0.49993303,live,0
0.4925228,live,0
0.5744929,live,0
0.58450836,live,0
0.49501503,live,0
0.6294164,live,0
0.5402977,live,0
0.5348238,live,0
0.54474723,live,0
0.6538843,live,0
0.5579792,live,0
0.5989207,live,0
0.60951275,live,0
0.5191282,live,0
0.50303465,live,0
0.50930834,live,0
0.44916046,live,0
0.4940348,live,0
0.5935618,live,0
0.5420586,live,0
0.5787239,live,0
0.5929783,live,0
0.5853322,live,0
0.5812044,live,0
0.573962,live,0
0.5968086,live,0
0.53416055,live,0
0.6619884,live,0
0.67701393,live,0
0.60657567,live,0
0.51425636,live,0
0.5504144,live,0
0.59403193,live,0
0.5450038,live,0
0.69114614,live,0
0.74671185,live,0
0.6424597,live,0
0.5631295,live,0
0.51106024,live,0
0.5000705,live,0
0.5389901,live,0
0.5343535,live,0
0.5321652,live,0
0.5323817,live,0
0.56120515,live,0
0.50238866,live,0
0.5271407,live,0
0.5882835,live,0
0.5588711,live,0
0.6059883,live,0
0.5396211,live,0
0.49998054,live,0
0.573234,live,0
0.49513683,live,0
0.5233254,live,0
0.49656332,live,0
0.5776964,live,0
0.5282126,live,0
0.56212956,live,0
0.6284461,live,0
0.5020269,live,0
0.5102933,live,0
0.6880544,live,0
0.55895126,live,0
0.498257,live,0
0.5356255,live,0
0.64490616,live,0
0.52638054,live,0
0.60746884,live,0
0.5041009,live,0
0.54501915,live,0
0.5633409,live,0
0.4892307,live,0
0.58307564,live,0
0.5794674,live,0
0.6016878,live,0
0.37768328,live,0
0.58905226,live,0
0.6583886,live,0
0.58002245,live,0
0.43393242,live,0
0.5414445,live,0
0.6456681,live,0
0.6138565,live,0
0.57393104,live,0
0.59051293,live,0
0.63826287,live,0
0.49493766,live,0
0.57843906,live,0
0.6266671,live,0
0.4735777,live,0
0.6150074,live,0
0.66605335,live,0
0.5893999,live,0
0.65339065,live,0
0.6380911,live,0
0.66023415,live,0
0.5125989,live,0
0.48455745,live,0
0.45889023,live,0
0.5177451,live,0
0.50673705,live,0
0.596836,live,0
0.5935166,live,0
0.5141365,live,0
0.583035,live,0
0.67753434,live,0
0.67815995,live,0
0.5645437,live,0
0.5926212,live,0
0.59073734,live,0
0.6969327,live,0
0.55630517,live,0
0.51325065,live,0
0.6038299,live,0
0.5832598,live,0
0.6683169,live,0
0.5860451,live,0
0.5677624,live,0
0.5991191,live,0
0.57630485,live,0
0.5891106,live,0
0.6177906,live,0
0.53017473,live,0
0.550068,live,0
0.60440576,live,0
0.5268049,live,0
0.5862962,live,0
0.58683366,live,0
0.58988243,live,0
0.46857303,live,0
0.57912266,live,0
0.5833925,live,0
0.552432,live,0
0.58272654,live,0
0.64205796,live,0
0.5600779,live,0
0.5629525,live,0
0.5855232,live,0
0.6005731,live,0
0.6505609,live,0
0.5466551,live,0
0.5322756,live,0
0.50398755,live,0
0.59451574,live,0
0.52416813,live,0
0.61642224,live,0
0.61034423,live,0
0.593501,live,0
0.6050127,live,0
0.5872783,live,0
0.58597237,live,0
0.5426124,live,0
0.61823064,live,0
0.5618069,live,0
0.615296,live,0
0.43035606,live,0
0.60390276,live,0
0.6434101,live,0
0.60436463,live,0
0.6432719,live,0
0.6016927,live,0
0.5278403,live,0
0.5257861,live,0
0.63736,live,0
0.67885005,live,0
0.52510005,live,0
0.6376665,live,0
0.5360208,live,0
0.5517205,live,0
0.57366383,live,0
0.6576308,live,0
0.5584692,live,0
0.5906458,live,0
0.5377077,live,0
0.60017234,live,0
0.5334518,live,0
0.6240597,live,0
0.6629467,live,0
0.5807616,live,0
0.5543569,live,0
0.6808019,live,0
0.6226128,live,0
0.65765417,live,0
0.57524675,live,0
0.628677,live,0
0.6429348,live,0
0.5504476,live,0
0.5544265,live,0
0.6344179,live,0
0.6616232,live,0
0.5912116,live,0
0.57183367,live,0
0.6277578,live,0
0.64306736,live,0
0.48704466,live,0
0.591891,live,0
0.55861706,live,0
0.49018076,live,0
0.6502556,live,0
0.55240506,live,0
0.57752705,live,0
0.55558,live,0
0.5697232,live,0
0.6752542,live,0
0.54735374,live,0
0.53392965,live,0
0.5785806,live,0
0.5650537,live,0
0.59469944,live,0
0.64626145,live,0
0.5999933,live,0
0.5409323,live,0
0.5261377,live,0
0.5863564,live,0
0.61787194,live,0
0.6235033,live,0
0.5951579,live,0
0.547529,live,0
0.53580403,live,0
0.52442527,live,0
0.55362874,live,0
0.54209065,live,0
0.5607043,live,0
0.5510595,live,0
0.562897,live,0
0.4912623,live,0
0.55272174,live,0
0.61818635,live,0
0.5597609,live,0
0.5166377,live,0
0.55966365,live,0
0.6128119,live,0
0.60462296,live,0
0.496267,live,0
0.5540294,live,0
0.5519179,live,0
0.60909444,live,0
0.53544754,live,0
0.59823424,live,0
0.5065168,live,0
0.5774721,live,0
0.54586077,live,0
0.51352704,live,0
0.55346715,live,0
0.63591653,live,0
0.537671,live,0
0.40354756,live,0
0.4659381,live,0
0.5511946,live,0
0.6788358,live,0
0.65598637,live,0
0.56551015,live,0
0.55521375,live,0
0.58819187,live,0
0.5029736,live,0
0.5314837,live,0
0.6275968,live,0
0.46669278,live,0
0.46461162,live,0
0.585031,live,0
0.5378232,live,0
0.61683774,live,0
0.54204375,live,0
0.61419505,live,0
0.588857,live,0
0.42032647,live,0
0.4897637,live,0
0.62202096,live,0
0.48681292,live,0
0.5383667,live,0
0.5923209,live,0
0.66594577,live,0
0.51990825,live,0
0.5456066,live,0
0.49662355,live,0
0.6080994,live,0
0.5084009,live,0
0.50856763,live,0
0.55639225,live,0
0.5952148,live,0
0.54792356,live,0
0.5440548,live,0
0.54673254,live,0
0.57981807,live,0
0.57025295,live,0
0.5805019,live,0
0.5980194,live,0
0.61991996,live,0
0.5103955,live,0
0.57420194,live,0
0.51893365,live,0
0.51645565,live,0
0.60238165,live,0
0.5430171,live,0
0.5601194,live,0
0.52928877,live,0
0.5155413,live,0
0.5240984,live,0
0.6024843,live,0
0.52650356,live,0
0.58346957,live,0
0.5405515,live,0
0.6142903,live,0
0.49641678,live,0
0.63836396,live,0
0.6007038,live,0
0.6304747,live,0
0.62694085,live,0
0.64065224,live,0
0.5131168,live,0
0.6538545,live,0
0.52972335,live,0
0.5136651,live,0
0.5235132,live,0
0.5105755,live,0
0.56678426,live,0
0.5603915,live,0
0.4297718,live,0
0.4860112,live,0
0.5974466,live,0
0.5726674,live,0
0.5161388,live,0
0.56530845,live,0
0.5928192,live,0
0.5286649,live,0
0.5448843,live,0
0.50816256,live,0
0.5789879,live,0
0.5761633,live,0
0.56347203,live,0
0.64874345,live,0
0.50703865,live,0
0.5029252,live,0
0.4711229,live,0
0.41347224,live,0
0.57769305,live,0
0.49000463,live,0
0.6230429,live,0
0.5453935,live,0
0.5624534,live,0
0.55247915,live,0
0.5363344,live,0
0.41133076,live,0
0.56178814,live,0
0.5459453,live,0
0.5828613,live,0
0.6285774,live,0
0.5166868,live,0
0.57259417,live,0
0.50779426,live,0
0.55576336,live,0
0.6230121,live,0
0.53227144,live,0
0.59524643,live,0
0.57491523,live,0
0.591011,live,0
0.6110309,live,0
0.6487744,live,0
0.5238962,live,0
0.67525613,live,0
0.48797688,live,0
0.53081733,live,0
0.63635504,live,0
0.71807593,live,0
0.63502777,live,0
0.5134017,live,0
0.50688505,live,0
0.5363324,live,0
0.60051197,live,0
0.647051,live,0
0.6241067,live,0
0.45584345,live,0
0.58919954,live,0
0.47305858,live,0
0.5973447,live,0
0.569556,live,0
0.67657655,live,0
0.5086522,live,0
0.65023565,live,0
0.56802964,live,0
0.5376102,live,0
0.59323716,live,0
0.63269985,live,0
0.53259563,live,0
0.5919876,live,0
0.5140727,live,0
0.6368286,live,0
0.4730191,live,0
0.41883865,live,0
0.6297993,live,0
0.647383,live,0
0.54962796,live,0
0.4730516,live,0
0.47097418,live,0
0.52491033,live,0
0.5605773,live,0
0.5172885,live,0
0.61326945,live,0
0.52016175,live,0
0.52471465,live,0
0.5806647,live,0
0.50408375,live,0
0.52593225,live,0
0.51864445,live,0
0.55945617,live,0
0.51620466,live,0
0.5688502,live,0
0.51023006,live,0
0.59886515,live,0
0.6382239,live,0
0.4788873,live,0
0.45365468,live,0
0.5670228,live,0
0.5442716,live,0
0.5445427,live,0
0.6522072,live,0
0.39386758,live,0
0.53574127,live,0
0.55832744,live,0
0.53908026,live,0
0.5733246,live,0
0.4963096,live,0
0.5639861,live,0
0.546102,live,0
0.5234548,live,0
0.6060553,live,0
0.58924365,live,0
0.5516934,live,0
0.53943527,live,0
0.501952,live,0
0.6087284,live,0
0.5981501,live,0
0.6000746,live,0
0.5490791,live,0
0.48033646,live,0
0.54494035,live,0
0.62335235,live,0
0.5212329,live,0
0.56533223,live,0
0.6432336,live,0
0.5399195,live,0
0.6173695,live,0
0.49200934,live,0
0.6003414,live,0
0.5828716,live,0
0.58869773,live,0
0.60486335,live,0
0.5732935,live,0
0.48122525,live,0
0.53250027,live,0
0.5307753,live,0
0.6221862,live,0
0.5886528,live,0
0.5515807,live,0
0.65155506,live,0
0.6069941,live,0
0.5565065,live,0
0.5612315,live,0
0.6440047,live,0
0.5209108,live,0
0.56072396,live,0
0.6561135,live,0
0.6063197,live,0
0.6014967,live,0
0.6716547,live,0
0.54325116,live,0
0.6197081,live,0
0.5306354,live,0
0.60546744,live,0
0.35097033,live,0
0.5729472,live,0
0.50545764,live,0
0.5040158,live,0
0.49404997,live,0
0.4387174,live,0
0.49103945,live,0
0.49985653,live,0
0.5755567,live,0
0.6810748,live,0
0.59668714,live,0
0.5673192,live,0
0.5541096,live,0
0.4330554,live,0
0.61869305,live,0
0.60529804,live,0
0.47231293,live,0
0.5210518,live,0
0.5782155,live,0
0.58152413,live,0
0.4985667,live,0
0.5744816,live,0
0.50964594,live,0
0.49526194,live,0
0.46865907,live,0
0.50535166,live,0
0.48454207,live,0
0.49382126,live,0
0.4481729,live,0
0.58722085,live,0
0.5529147,live,0
0.47399905,live,0
0.53804225,live,0
0.60854566,live,0
0.5845795,live,0
0.5646691,live,0
0.5217361,live,0
0.47764274,live,0
0.4659289,live,0
0.44429016,live,0
0.5343764,live,0
0.4620893,live,0
0.551852,live,0
0.5590448,live,0
0.46346432,live,0
0.56493443,live,0
0.52282727,live,0
0.48103645,live,0
0.5759534,live,0
0.64760035,live,0
0.5339176,live,0
0.6192295,live,0
0.49479204,live,0
0.5691406,live,0
0.60538775,live,0
0.6349783,live,0
0.5960045,live,0
0.5768386,live,0
0.5805871,live,0
0.52645814,live,0
0.5269605,live,0
0.5443185,live,0
0.5793875,live,0
0.6189792,live,0
0.57379144,live,0
0.53095233,live,0
0.60961145,live,0
0.61269945,live,0
0.5820379,live,0
0.48740116,live,0
0.5889749,live,0
0.60921246,live,0
0.5810759,live,0
0.5138621,live,0
0.6172169,live,0
0.52569646,live,0
0.49122477,live,0
0.4815174,live,0
0.6406675,live,0
0.50393796,live,0
0.5721058,live,0
0.65219265,live,0
0.5668452,live,0
0.61466545,live,0
0.57913053,live,0
0.59048826,live,0
0.59637296,live,0
0.5644163,live,0
0.5602153,live,0
0.5677923,live,0
0.5561782,live,0
0.57443666,live,0
0.48646396,spoof,1
0.6549741,spoof,1
0.4765181,spoof,1
0.5141993,spoof,1
0.49894693,spoof,1
0.4800795,spoof,1
0.49167672,spoof,1
0.50854486,spoof,1
0.6398874,spoof,1
0.4695493,spoof,1
0.56166965,spoof,1
0.52081853,spoof,1
0.518684,spoof,1
0.57615864,spoof,1
0.5093589,spoof,1
0.50714844,spoof,1
0.51154035,spoof,1
0.5518139,spoof,1
0.54046845,spoof,1
0.49481103,spoof,1
0.5092414,spoof,1
0.49522802,spoof,1
0.5104636,spoof,1
0.498303,spoof,1
0.56170666,spoof,1
0.54864067,spoof,1
0.5241724,spoof,1
0.5261095,spoof,1
0.49024117,spoof,1
0.49326906,spoof,1
0.51176506,spoof,1
0.528826,spoof,1
0.49461663,spoof,1
0.5208436,spoof,1
0.4883888,spoof,1
0.5479753,spoof,1
0.50086063,spoof,1
0.51318437,spoof,1
0.55648243,spoof,1
0.51898247,spoof,1
0.5261576,spoof,1
0.50897115,spoof,1
0.5027066,spoof,1
0.4993399,spoof,1
0.6419765,spoof,1
0.59899336,spoof,1
0.58832103,spoof,1
0.54857093,spoof,1
0.6102225,spoof,1
0.6049963,spoof,1
0.5989464,spoof,1
0.54307586,spoof,1
0.5710276,spoof,1
0.54434943,spoof,1
0.5536206,spoof,1
0.5846816,spoof,1
0.6154375,spoof,1
0.58974886,spoof,1
0.5320522,spoof,1
0.59786314,spoof,1
0.6151203,spoof,1
0.57787675,spoof,1
0.5907185,spoof,1
0.570255,spoof,1
0.6383398,spoof,1
0.6139932,spoof,1
0.6133569,spoof,1
0.6053762,spoof,1
0.6327665,spoof,1
0.5968574,spoof,1
0.6019932,spoof,1
0.5542546,spoof,1
0.6143569,spoof,1
0.61648333,spoof,1
0.6412357,spoof,1
0.6148525,spoof,1
0.6061499,spoof,1
0.54573786,spoof,1
0.6054918,spoof,1
0.55937135,spoof,1
0.61229885,spoof,1
0.6236416,spoof,1
0.62511647,spoof,1
0.61959684,spoof,1
0.6241723,spoof,1
0.61838084,spoof,1
0.59957147,spoof,1
0.59621537,spoof,1
0.61054987,spoof,1
0.60877776,spoof,1
0.63258564,spoof,1
0.5764185,spoof,1
0.6096108,spoof,1
0.62771475,spoof,1
0.6062238,spoof,1
0.6272251,spoof,1
0.6039046,spoof,1
0.57826465,spoof,1
0.62836134,spoof,1
0.63595957,spoof,1
0.53662044,spoof,1
0.5930283,spoof,1
0.57123464,spoof,1
0.58360606,spoof,1
0.57663774,spoof,1
0.58393675,spoof,1
0.5575087,spoof,1
0.58549386,spoof,1
0.5337828,spoof,1
0.53007585,spoof,1
0.5742857,spoof,1
0.6120441,spoof,1
0.58585006,spoof,1
0.5781518,spoof,1
0.5748867,spoof,1
0.58750653,spoof,1
0.5455829,spoof,1
0.5754221,spoof,1
0.5633679,spoof,1
0.597453,spoof,1
0.5679335,spoof,1
0.55341727,spoof,1
0.5755773,spoof,1
0.59465325,spoof,1
0.5862264,spoof,1
0.58783233,spoof,1
0.57574224,spoof,1
0.5941238,spoof,1
0.58559036,spoof,1
0.5647144,spoof,1
0.5645996,spoof,1
0.5546435,spoof,1
0.57857406,spoof,1
0.55907965,spoof,1
0.57869285,spoof,1
0.5435919,spoof,1
0.612873,spoof,1
0.59578615,spoof,1
0.58449256,spoof,1
0.5760764,spoof,1
0.58931774,spoof,1
0.58359617,spoof,1
0.5796455,spoof,1
0.57687837,spoof,1
0.58880895,spoof,1
0.5762632,spoof,1
0.6022956,spoof,1
0.56630456,spoof,1
0.5757905,spoof,1
0.53005284,spoof,1
0.58864254,spoof,1
0.55140615,spoof,1
0.57937396,spoof,1
0.53415334,spoof,1
0.5977125,spoof,1
0.5616452,spoof,1
0.58435136,spoof,1
0.538634,spoof,1
0.5964511,spoof,1
0.59947985,spoof,1
0.56603634,spoof,1
0.6098615,spoof,1
0.5671441,spoof,1
0.55576587,spoof,1
0.60660803,spoof,1
0.57385194,spoof,1
0.5330424,spoof,1
0.5880049,spoof,1
0.604487,spoof,1
0.5773331,spoof,1
0.56950516,spoof,1
0.5842865,spoof,1
0.6077913,spoof,1
0.5927041,spoof,1
0.59554994,spoof,1
0.6001048,spoof,1
0.61170703,spoof,1
0.57362896,spoof,1
0.5753089,spoof,1
0.611953,spoof,1
0.5889024,spoof,1
0.5808854,spoof,1
0.5756095,spoof,1
0.5887496,spoof,1
0.6144134,spoof,1
0.62163264,spoof,1
0.6000686,spoof,1
0.5544561,spoof,1
0.5642677,spoof,1
0.62410975,spoof,1
0.5863463,spoof,1
0.55815136,spoof,1
0.61183125,spoof,1
0.60802156,spoof,1
0.601705,spoof,1
0.53873324,spoof,1
0.59216744,spoof,1
0.60631937,spoof,1
0.5697674,spoof,1
0.59220505,spoof,1
0.5816204,spoof,1
0.5899595,spoof,1
0.5888355,spoof,1
0.5893254,spoof,1
0.6072262,spoof,1
0.5847565,spoof,1
0.59149355,spoof,1
0.63501894,spoof,1
0.59441197,spoof,1
0.5443826,spoof,1
0.6043529,spoof,1
0.6022864,spoof,1
0.56546634,spoof,1
0.5265506,spoof,1
0.5354091,spoof,1
0.55771947,spoof,1
0.5097587,spoof,1
0.5106341,spoof,1
0.57471335,spoof,1
0.52282006,spoof,1
0.51708144,spoof,1
0.48439506,spoof,1
0.5171778,spoof,1
0.61768264,spoof,1
0.5819173,spoof,1
0.5986288,spoof,1
0.5929752,spoof,1
0.5258199,spoof,1
0.60191596,spoof,1
0.5804174,spoof,1
0.60871977,spoof,1
0.47943264,spoof,1
0.59314126,spoof,1
0.59449524,spoof,1
0.5852597,spoof,1
0.55393183,spoof,1
0.5983091,spoof,1
0.46275607,spoof,1
0.54093784,spoof,1
0.5305008,spoof,1
0.4932771,spoof,1
0.46835655,spoof,1
0.48245096,spoof,1
0.55832887,spoof,1
0.4715873,spoof,1
0.58348477,spoof,1
0.55055696,spoof,1
0.5668913,spoof,1
0.57623374,spoof,1
0.4697318,spoof,1
0.48964864,spoof,1
0.4643086,spoof,1
0.61096704,spoof,1
0.54451317,spoof,1
0.54602486,spoof,1
0.5336163,spoof,1
0.5786166,spoof,1
0.59276515,spoof,1
0.5586698,spoof,1
0.5964214,spoof,1
0.576204,spoof,1
0.45827624,spoof,1
0.5904097,spoof,1
0.5517129,spoof,1
0.49316978,spoof,1
0.4688492,spoof,1
0.4657473,spoof,1
0.47572115,spoof,1
0.5891496,spoof,1
0.54511595,spoof,1
0.6007777,spoof,1
0.47033435,spoof,1
0.47902572,spoof,1
