image_path,image_name,subject_id,true_label,predicted_label,probability_live,probability_spoof,correct
test_split/7216/live/538214.png,538214.png,7216,live,live,0.995,0.004883,True
test_split/7216/live/543707.png,543707.png,7216,live,live,0.9883,0.01172,True
test_split/7216/live/544117.png,544117.png,7216,live,live,0.994,0.00586,True
test_split/7216/live/546008.png,546008.png,7216,live,spoof,0.00835,0.9917,False
test_split/7216/live/547257.png,547257.png,7216,live,live,0.995,0.004883,True
test_split/7216/live/555094.png,555094.png,7216,live,live,0.977,0.02295,True
test_split/7216/live/560065.png,560065.png,7216,live,live,0.5283,0.4717,True
test_split/7216/live/561006.png,561006.png,7216,live,live,0.977,0.02295,True
test_split/7220/live/497454.png,497454.png,7220,live,live,0.994,0.00586,True
test_split/7220/live/505502.png,505502.png,7220,live,live,0.9956,0.004395,True
test_split/7220/live/515219.png,515219.png,7220,live,live,0.911,0.08887,True
test_split/7220/live/515791.png,515791.png,7220,live,live,0.9956,0.004395,True
test_split/7220/live/516340.png,516340.png,7220,live,live,0.9946,0.00537,True
test_split/7220/live/518664.png,518664.png,7220,live,live,0.9946,0.00537,True
test_split/7220/live/524259.png,524259.png,7220,live,live,0.9946,0.00537,True
test_split/7220/live/527210.png,527210.png,7220,live,live,0.995,0.004883,True
test_split/7220/live/527704.png,527704.png,7220,live,live,0.9946,0.00537,True
test_split/7220/live/529434.png,529434.png,7220,live,live,0.995,0.004883,True
test_split/7220/live/529878.png,529878.png,7220,live,live,0.995,0.004883,True
test_split/7220/live/533629.png,533629.png,7220,live,live,0.993,0.006836,True
test_split/7220/live/534824.png,534824.png,7220,live,live,0.9956,0.004395,True
test_split/7220/live/534891.png,534891.png,7220,live,live,0.9897,0.010254,True
test_split/7220/live/539125.png,539125.png,7220,live,live,0.995,0.004883,True
test_split/7220/live/540592.png,540592.png,7220,live,live,0.993,0.006836,True
test_split/7220/live/541366.png,541366.png,7220,live,live,0.995,0.004883,True
test_split/7220/live/544357.png,544357.png,7220,live,live,0.9937,0.006348,True
test_split/7220/live/550050.png,550050.png,7220,live,live,0.995,0.004883,True
test_split/7220/live/550281.png,550281.png,7220,live,live,0.9917,0.0083,True
test_split/7220/live/550343.png,550343.png,7220,live,live,0.9805,0.01953,True
test_split/7220/live/553232.png,553232.png,7220,live,live,0.9,0.1001,True
test_split/7220/live/554672.png,554672.png,7220,live,live,0.9946,0.00537,True
test_split/7220/live/554818.png,554818.png,7220,live,live,0.993,0.006836,True
test_split/7220/live/555482.png,555482.png,7220,live,live,0.993,0.006836,True
test_split/7220/live/556587.png,556587.png,7220,live,live,0.995,0.004883,True
test_split/7220/live/557104.png,557104.png,7220,live,live,0.953,0.04688,True
test_split/7220/live/558477.png,558477.png,7220,live,live,0.9956,0.004395,True
test_split/7220/live/559639.png,559639.png,7220,live,live,0.9927,0.007324,True
test_split/7226/live/494909.png,494909.png,7226,live,live,0.9937,0.006348,True
test_split/7226/live/499027.png,499027.png,7226,live,live,0.9946,0.00537,True
test_split/7226/live/499200.png,499200.png,7226,live,live,0.995,0.004883,True
test_split/7226/live/502166.png,502166.png,7226,live,live,0.995,0.004883,True
test_split/7226/live/510680.png,510680.png,7226,live,live,0.9937,0.006348,True
test_split/7226/live/511322.png,511322.png,7226,live,live,0.9097,0.09033,True
test_split/7226/live/512487.png,512487.png,7226,live,live,0.995,0.004883,True
test_split/7226/live/512659.png,512659.png,7226,live,live,0.994,0.00586,True
test_split/7226/live/521226.png,521226.png,7226,live,live,0.9478,0.05225,True
test_split/7226/live/524360.png,524360.png,7226,live,live,0.995,0.004883,True
test_split/7226/live/525161.png,525161.png,7226,live,live,0.995,0.004883,True
test_split/7226/live/525741.png,525741.png,7226,live,live,0.995,0.004883,True
test_split/7226/live/525910.png,525910.png,7226,live,live,0.9946,0.00537,True
test_split/7226/live/527425.png,527425.png,7226,live,live,0.9946,0.00537,True
test_split/7226/live/529944.png,529944.png,7226,live,live,0.993,0.006836,True
test_split/7226/live/532522.png,532522.png,7226,live,live,0.994,0.00586,True
test_split/7226/live/533976.png,533976.png,7226,live,live,0.994,0.00586,True
test_split/7226/live/534312.png,534312.png,7226,live,live,0.9937,0.006348,True
test_split/7226/live/534617.png,534617.png,7226,live,live,0.993,0.006836,True
test_split/7226/live/535799.png,535799.png,7226,live,live,0.9946,0.00537,True
test_split/7226/live/536892.png,536892.png,7226,live,live,0.9946,0.00537,True
test_split/7226/live/540969.png,540969.png,7226,live,live,0.9937,0.006348,True
test_split/7226/live/541646.png,541646.png,7226,live,live,0.994,0.00586,True
test_split/7226/live/551825.png,551825.png,7226,live,live,0.994,0.00586,True
test_split/7226/live/552256.png,552256.png,7226,live,live,0.9956,0.004395,True
test_split/7226/live/557456.png,557456.png,7226,live,live,0.9946,0.00537,True
test_split/7226/live/557928.png,557928.png,7226,live,live,0.995,0.004883,True
test_split/7226/live/558100.png,558100.png,7226,live,live,0.985,0.01514,True
test_split/7226/live/560413.png,560413.png,7226,live,live,0.995,0.004883,True
test_split/7226/spoof/495418.png,495418.png,7226,spoof,live,0.707,0.293,False
test_split/7226/spoof/496818.png,496818.png,7226,spoof,live,0.842,0.1582,False
test_split/7226/spoof/500131.png,500131.png,7226,spoof,live,0.6597,0.3403,False
test_split/7226/spoof/500258.png,500258.png,7226,spoof,live,0.8706,0.1294,False
test_split/7226/spoof/500365.png,500365.png,7226,spoof,live,0.9014,0.09863,False
test_split/7226/spoof/501624.png,501624.png,7226,spoof,live,0.933,0.0669,False
test_split/7226/spoof/501982.png,501982.png,7226,spoof,live,0.9443,0.05566,False
test_split/7226/spoof/502011.png,502011.png,7226,spoof,live,0.849,0.1509,False
test_split/7226/spoof/502561.png,502561.png,7226,spoof,live,0.713,0.287,False
test_split/7226/spoof/503139.png,503139.png,7226,spoof,live,0.898,0.10205,False
test_split/7226/spoof/508234.png,508234.png,7226,spoof,live,0.8604,0.1396,False
test_split/7226/spoof/508775.png,508775.png,7226,spoof,live,0.6914,0.3086,False
test_split/7226/spoof/508980.png,508980.png,7226,spoof,live,0.878,0.1221,False
test_split/7226/spoof/510088.png,510088.png,7226,spoof,live,0.923,0.07715,False
test_split/7226/spoof/511267.png,511267.png,7226,spoof,live,0.9478,0.05225,False
test_split/7226/spoof/513751.png,513751.png,7226,spoof,live,0.902,0.09814,False
test_split/7226/spoof/514921.png,514921.png,7226,spoof,live,0.9077,0.0923,False
test_split/7226/spoof/517922.png,517922.png,7226,spoof,live,0.8813,0.11865,False
test_split/7226/spoof/521872.png,521872.png,7226,spoof,live,0.7217,0.2783,False
test_split/7226/spoof/524550.png,524550.png,7226,spoof,live,0.923,0.07715,False
test_split/7226/spoof/526711.png,526711.png,7226,spoof,live,0.93,0.0698,False
test_split/7226/spoof/528404.png,528404.png,7226,spoof,live,0.8213,0.1787,False
test_split/7226/spoof/529901.png,529901.png,7226,spoof,live,0.88,0.1201,False
test_split/7226/spoof/531412.png,531412.png,7226,spoof,spoof,0.339,0.661,True
test_split/7226/spoof/532967.png,532967.png,7226,spoof,live,0.944,0.05615,False
test_split/7226/spoof/540426.png,540426.png,7226,spoof,live,0.7207,0.2793,False
test_split/7226/spoof/541468.png,541468.png,7226,spoof,live,0.6646,0.3354,False
test_split/7226/spoof/541740.png,541740.png,7226,spoof,live,0.9326,0.0674,False
test_split/7226/spoof/542658.png,542658.png,7226,spoof,live,0.8745,0.1255,False
test_split/7226/spoof/549692.png,549692.png,7226,spoof,spoof,0.0841,0.916,True
test_split/7226/spoof/555444.png,555444.png,7226,spoof,live,0.7217,0.2783,False
test_split/7226/spoof/559903.png,559903.png,7226,spoof,live,0.881,0.11914,False
test_split/7226/spoof/560332.png,560332.png,7226,spoof,live,0.9077,0.0923,False
test_split/7235/live/497584.png,497584.png,7235,live,live,0.9946,0.00537,True
test_split/7235/live/498114.png,498114.png,7235,live,live,0.995,0.004883,True
test_split/7235/live/501748.png,501748.png,7235,live,live,0.9688,0.03125,True
test_split/7235/live/502881.png,502881.png,7235,live,live,0.9927,0.007324,True
test_split/7235/live/509598.png,509598.png,7235,live,live,0.995,0.004883,True
test_split/7235/live/518467.png,518467.png,7235,live,live,0.9956,0.004395,True
test_split/7235/live/544456.png,544456.png,7235,live,live,0.9956,0.004395,True
test_split/7235/live/547149.png,547149.png,7235,live,live,0.9937,0.006348,True
test_split/7235/live/548167.png,548167.png,7235,live,live,0.9404,0.05957,True
test_split/7235/live/552875.png,552875.png,7235,live,live,0.993,0.006836,True
test_split/7235/live/557957.png,557957.png,7235,live,live,0.995,0.004883,True
test_split/7236/live/496627.png,496627.png,7236,live,live,0.995,0.004883,True
test_split/7236/live/498687.png,498687.png,7236,live,live,0.978,0.02197,True
test_split/7236/live/500543.png,500543.png,7236,live,live,0.995,0.004883,True
test_split/7236/live/508738.png,508738.png,7236,live,live,0.969,0.03076,True
test_split/7236/live/509976.png,509976.png,7236,live,live,0.995,0.004883,True
test_split/7236/live/510116.png,510116.png,7236,live,live,0.995,0.004883,True
test_split/7236/live/510597.png,510597.png,7236,live,live,0.992,0.007812,True
test_split/7236/live/518822.png,518822.png,7236,live,live,0.995,0.004883,True
test_split/7236/live/524446.png,524446.png,7236,live,live,0.741,0.2588,True
test_split/7236/live/524827.png,524827.png,7236,live,live,0.9917,0.0083,True
test_split/7236/live/530122.png,530122.png,7236,live,live,0.9907,0.00928,True
test_split/7236/live/530254.png,530254.png,7236,live,live,0.9946,0.00537,True
test_split/7236/live/530358.png,530358.png,7236,live,live,0.994,0.00586,True
test_split/7236/live/533910.png,533910.png,7236,live,live,0.9917,0.0083,True
test_split/7236/live/534722.png,534722.png,7236,live,live,0.9946,0.00537,True
test_split/7236/live/536061.png,536061.png,7236,live,live,0.995,0.004883,True
test_split/7236/live/536959.png,536959.png,7236,live,live,0.9927,0.007324,True
test_split/7236/live/537465.png,537465.png,7236,live,live,0.7866,0.2134,True
test_split/7236/live/539739.png,539739.png,7236,live,live,0.995,0.004883,True
test_split/7236/live/540207.png,540207.png,7236,live,live,0.9956,0.004395,True
test_split/7236/live/541246.png,541246.png,7236,live,live,0.994,0.00586,True
test_split/7236/live/546766.png,546766.png,7236,live,live,0.8794,0.1206,True
test_split/7236/live/548564.png,548564.png,7236,live,live,0.989,0.01123,True
test_split/7236/live/556132.png,556132.png,7236,live,live,0.993,0.006836,True
test_split/7236/live/557702.png,557702.png,7236,live,live,0.9946,0.00537,True
test_split/7236/live/559051.png,559051.png,7236,live,live,0.995,0.004883,True
test_split/7236/live/559641.png,559641.png,7236,live,live,0.995,0.004883,True
test_split/7236/live/560098.png,560098.png,7236,live,live,0.9946,0.00537,True
test_split/7236/live/560358.png,560358.png,7236,live,live,0.985,0.01514,True
test_split/7236/spoof/497252.png,497252.png,7236,spoof,spoof,0.47,0.5303,True
test_split/7236/spoof/500646.png,500646.png,7236,spoof,spoof,0.01053,0.9893,True
test_split/7236/spoof/501012.png,501012.png,7236,spoof,spoof,0.00819,0.9917,True
test_split/7236/spoof/501134.png,501134.png,7236,spoof,live,0.6787,0.3213,False
test_split/7236/spoof/505053.png,505053.png,7236,spoof,spoof,0.00789,0.992,True
test_split/7236/spoof/505164.png,505164.png,7236,spoof,spoof,0.02928,0.9707,True
test_split/7236/spoof/505316.png,505316.png,7236,spoof,spoof,0.01425,0.986,True
test_split/7236/spoof/509280.png,509280.png,7236,spoof,live,0.865,0.1348,False
test_split/7236/spoof/512725.png,512725.png,7236,spoof,live,0.862,0.1382,False
test_split/7236/spoof/517326.png,517326.png,7236,spoof,spoof,0.4626,0.537,True
test_split/7236/spoof/517488.png,517488.png,7236,spoof,live,0.517,0.483,False
test_split/7236/spoof/520678.png,520678.png,7236,spoof,spoof,0.00528,0.9946,True
test_split/7236/spoof/521262.png,521262.png,7236,spoof,spoof,0.0139,0.9863,True
test_split/7236/spoof/524566.png,524566.png,7236,spoof,spoof,0.005653,0.994,True
test_split/7236/spoof/526232.png,526232.png,7236,spoof,live,0.6396,0.3604,False
test_split/7236/spoof/526299.png,526299.png,7236,spoof,spoof,0.01549,0.9844,True
test_split/7236/spoof/526581.png,526581.png,7236,spoof,spoof,0.007694,0.992,True
test_split/7236/spoof/526588.png,526588.png,7236,spoof,spoof,0.006733,0.993,True
test_split/7236/spoof/528557.png,528557.png,7236,spoof,spoof,0.007347,0.9927,True
test_split/7236/spoof/528743.png,528743.png,7236,spoof,live,0.879,0.1211,False
test_split/7236/spoof/529140.png,529140.png,7236,spoof,spoof,0.06464,0.9355,True
test_split/7236/spoof/530433.png,530433.png,7236,spoof,spoof,0.009995,0.99,True
test_split/7236/spoof/532182.png,532182.png,7236,spoof,spoof,0.00846,0.9917,True
test_split/7236/spoof/534226.png,534226.png,7236,spoof,spoof,0.01131,0.989,True
test_split/7236/spoof/534419.png,534419.png,7236,spoof,spoof,0.11816,0.882,True
test_split/7236/spoof/536744.png,536744.png,7236,spoof,spoof,0.013824,0.9863,True
test_split/7236/spoof/540714.png,540714.png,7236,spoof,spoof,0.007935,0.992,True
test_split/7236/spoof/540789.png,540789.png,7236,spoof,spoof,0.4382,0.5615,True
test_split/7236/spoof/540958.png,540958.png,7236,spoof,spoof,0.007,0.993,True
test_split/7236/spoof/542590.png,542590.png,7236,spoof,spoof,0.0131,0.987,True
test_split/7236/spoof/552423.png,552423.png,7236,spoof,live,0.718,0.2822,False
test_split/7236/spoof/554463.png,554463.png,7236,spoof,spoof,0.00846,0.9917,True
test_split/7236/spoof/554910.png,554910.png,7236,spoof,spoof,0.01009,0.9897,True
test_split/7236/spoof/557863.png,557863.png,7236,spoof,live,0.7095,0.2905,False
test_split/7236/spoof/559450.png,559450.png,7236,spoof,spoof,0.007233,0.9927,True
test_split/7236/spoof/560674.png,560674.png,7236,spoof,live,0.909,0.0908,False
test_split/7239/live/495146.png,495146.png,7239,live,live,0.97,0.02979,True
test_split/7239/live/495591.png,495591.png,7239,live,live,0.9834,0.0166,True
test_split/7239/live/503433.png,503433.png,7239,live,spoof,0.3972,0.6025,False
test_split/7239/live/504004.png,504004.png,7239,live,live,0.98,0.02002,True
test_split/7239/live/511009.png,511009.png,7239,live,live,0.8857,0.11426,True
test_split/7239/live/516382.png,516382.png,7239,live,live,0.9917,0.0083,True
test_split/7239/live/517077.png,517077.png,7239,live,live,0.995,0.004883,True
test_split/7239/live/518480.png,518480.png,7239,live,live,0.8276,0.1724,True
test_split/7239/live/519173.png,519173.png,7239,live,live,0.994,0.00586,True
test_split/7239/live/520184.png,520184.png,7239,live,live,0.9956,0.004395,True
test_split/7239/live/520866.png,520866.png,7239,live,live,0.9937,0.006348,True
test_split/7239/live/524035.png,524035.png,7239,live,live,0.967,0.0332,True
test_split/7239/live/525661.png,525661.png,7239,live,live,0.995,0.004883,True
test_split/7239/live/526253.png,526253.png,7239,live,live,0.995,0.004883,True
test_split/7239/live/526872.png,526872.png,7239,live,live,0.995,0.004883,True
test_split/7239/live/529417.png,529417.png,7239,live,live,0.995,0.004883,True
test_split/7239/live/532370.png,532370.png,7239,live,live,0.9946,0.00537,True
test_split/7239/live/541776.png,541776.png,7239,live,live,0.976,0.02393,True
test_split/7239/live/544369.png,544369.png,7239,live,live,0.9956,0.004395,True
test_split/7239/live/545785.png,545785.png,7239,live,live,0.9946,0.00537,True
test_split/7239/live/547930.png,547930.png,7239,live,live,0.9375,0.0625,True
test_split/7239/live/548149.png,548149.png,7239,live,live,0.995,0.004883,True
test_split/7239/live/549033.png,549033.png,7239,live,live,0.9946,0.00537,True
test_split/7239/live/552745.png,552745.png,7239,live,live,0.995,0.004883,True
test_split/7239/live/556012.png,556012.png,7239,live,live,0.995,0.004883,True
test_split/7241/live/494952.png,494952.png,7241,live,live,0.756,0.2441,True
test_split/7241/live/495727.png,495727.png,7241,live,live,0.9956,0.004395,True
test_split/7241/live/498186.png,498186.png,7241,live,live,0.994,0.00586,True
test_split/7241/live/499685.png,499685.png,7241,live,live,0.9946,0.00537,True
test_split/7241/live/500279.png,500279.png,7241,live,live,0.9956,0.004395,True
test_split/7241/live/501726.png,501726.png,7241,live,live,0.9917,0.0083,True
test_split/7241/live/505252.png,505252.png,7241,live,live,0.9956,0.004395,True
test_split/7241/live/506291.png,506291.png,7241,live,live,0.995,0.004883,True
test_split/7241/live/508407.png,508407.png,7241,live,live,0.992,0.007812,True
test_split/7241/live/516275.png,516275.png,7241,live,live,0.995,0.004883,True
test_split/7241/live/516718.png,516718.png,7241,live,live,0.995,0.004883,True
test_split/7241/live/524972.png,524972.png,7241,live,live,0.9717,0.02832,True
test_split/7241/live/533011.png,533011.png,7241,live,live,0.9956,0.004395,True
test_split/7241/live/534045.png,534045.png,7241,live,live,0.988,0.01221,True
test_split/7241/live/543258.png,543258.png,7241,live,live,0.99,0.009766,True
test_split/7241/live/551049.png,551049.png,7241,live,live,0.9946,0.00537,True
test_split/7241/live/553143.png,553143.png,7241,live,live,0.9897,0.010254,True
test_split/7241/live/557643.png,557643.png,7241,live,live,0.9946,0.00537,True
test_split/7241/live/561411.png,561411.png,7241,live,live,0.995,0.004883,True
test_split/7245/live/496112.png,496112.png,7245,live,live,0.9956,0.004395,True
test_split/7245/live/500591.png,500591.png,7245,live,live,0.995,0.004883,True
test_split/7245/live/502021.png,502021.png,7245,live,live,0.995,0.004883,True
test_split/7245/live/503360.png,503360.png,7245,live,live,0.9956,0.004395,True
test_split/7245/live/503750.png,503750.png,7245,live,live,0.9956,0.004395,True
test_split/7245/live/504780.png,504780.png,7245,live,live,0.994,0.00586,True
test_split/7245/live/507220.png,507220.png,7245,live,live,0.993,0.006836,True
test_split/7245/live/511771.png,511771.png,7245,live,live,0.9727,0.02734,True
test_split/7245/live/514598.png,514598.png,7245,live,live,0.9956,0.004395,True
test_split/7245/live/522484.png,522484.png,7245,live,live,0.9927,0.007324,True
test_split/7245/live/524151.png,524151.png,7245,live,live,0.994,0.00586,True
test_split/7245/live/524281.png,524281.png,7245,live,live,0.9946,0.00537,True
test_split/7245/live/526365.png,526365.png,7245,live,live,0.994,0.00586,True
test_split/7245/live/526782.png,526782.png,7245,live,live,0.9956,0.004395,True
test_split/7245/live/527848.png,527848.png,7245,live,live,0.995,0.004883,True
test_split/7245/live/541332.png,541332.png,7245,live,live,0.9946,0.00537,True
test_split/7245/live/546503.png,546503.png,7245,live,live,0.977,0.02295,True
test_split/7245/live/547254.png,547254.png,7245,live,live,0.9956,0.004395,True
test_split/7245/live/547789.png,547789.png,7245,live,live,0.995,0.004883,True
test_split/7245/live/553287.png,553287.png,7245,live,live,0.9937,0.006348,True
test_split/7245/live/553858.png,553858.png,7245,live,live,0.995,0.004883,True
test_split/7245/live/554399.png,554399.png,7245,live,live,0.9946,0.00537,True
test_split/7245/live/555680.png,555680.png,7245,live,live,0.995,0.004883,True
test_split/7245/live/556806.png,556806.png,7245,live,live,0.994,0.00586,True
test_split/7245/live/557471.png,557471.png,7245,live,live,0.9946,0.00537,True
test_split/7245/live/558142.png,558142.png,7245,live,live,0.994,0.00586,True
test_split/7245/live/558999.png,558999.png,7245,live,live,0.995,0.004883,True
test_split/7245/live/559113.png,559113.png,7245,live,live,0.9946,0.00537,True
test_split/7245/live/559222.png,559222.png,7245,live,live,0.9956,0.004395,True
test_split/7245/live/560400.png,560400.png,7245,live,live,0.9946,0.00537,True
test_split/7245/spoof/497819.png,497819.png,7245,spoof,spoof,0.03494,0.965,True
test_split/7245/spoof/500428.png,500428.png,7245,spoof,spoof,0.055,0.945,True
test_split/7245/spoof/500902.png,500902.png,7245,spoof,spoof,0.0046,0.9956,True
test_split/7245/spoof/502886.png,502886.png,7245,spoof,spoof,0.007416,0.9927,True
test_split/7245/spoof/506344.png,506344.png,7245,spoof,spoof,0.03333,0.967,True
test_split/7245/spoof/509096.png,509096.png,7245,spoof,spoof,0.0322,0.968,True
test_split/7245/spoof/510177.png,510177.png,7245,spoof,live,0.531,0.4692,False
test_split/7245/spoof/513545.png,513545.png,7245,spoof,spoof,0.1746,0.825,True
test_split/7245/spoof/514555.png,514555.png,7245,spoof,spoof,0.00635,0.9937,True
test_split/7245/spoof/517883.png,517883.png,7245,spoof,spoof,0.07635,0.924,True
test_split/7245/spoof/518740.png,518740.png,7245,spoof,spoof,0.03766,0.9624,True
test_split/7245/spoof/520694.png,520694.png,7245,spoof,spoof,0.2235,0.7764,True
test_split/7245/spoof/530015.png,530015.png,7245,spoof,spoof,0.0731,0.927,True
